"Depth","Time","Name","Data"
"1","5.369810375","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.370546500","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.371282750","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.402310875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.403047250","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.403783000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.432311000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.433047250","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.433783000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.472312125","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.473047875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.473784000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.507312000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.508047875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.508784250","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.542312125","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.543047875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.543784000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.577312000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.578048125","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.614811875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.615548125","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.616283875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.644812750","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.645548375","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.646284500","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.684812750","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.685549125","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.686284875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.723563500","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.724299875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.725035625","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.757313250","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.758049500","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.758785375","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.797311625","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.798047750","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.798784000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.829811750","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.830547750","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.831284000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.867312000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.868047625","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.868783750","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.907312875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.908048625","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.908784625","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.943562875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.944081625","Scan Request Packet (59:54:A9:E2:43:20 (Resolvable) > 68:50:8C:23:70:C1)","43 0C 20 43 E2 A9 54 59 C1 70 23 8C 50 68 8D D7 F8"
"1","5.944407875","Scan Response Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","04 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 3D B7 48"
"1","5.944908125","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.945643875","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.981063500","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.981799375","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","5.982535375","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.014813000","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.015708125","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.016226875","Scan Request Packet (59:54:A9:E2:43:20 (Resolvable) > 68:50:8C:23:70:C1)","43 0C 20 43 E2 A9 54 59 C1 70 23 8C 50 68 8D D7 F8"
"1","6.016553125","Scan Response Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","04 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 3D B7 48"
"1","6.017053375","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.053563500","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.054299125","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.055035250","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.055554125","Scan Request Packet (59:54:A9:E2:43:20 (Resolvable) > 68:50:8C:23:70:C1)","43 0C 20 43 E2 A9 54 59 C1 70 23 8C 50 68 8D D7 F8"
"1","6.055880250","Scan Response Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","04 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 3D B7 48"
"1","6.088564500","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.089300250","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.089819000","Scan Request Packet (59:54:A9:E2:43:20 (Resolvable) > 68:50:8C:23:70:C1)","43 0C 20 43 E2 A9 54 59 C1 70 23 8C 50 68 8D D7 F8"
"1","6.090145250","Scan Response Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","04 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 3D B7 48"
"1","6.090645250","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.124815500","Connectable Undirected Adv Packet (68:50:8C:23:70:C1, Flags, Local Name, Name=""CloudPrint_0159"", Service Uuids (Complete), Services=Device Information, Manufacturer Specific Data, Manuf=2 bytes)","20 24 C1 70 23 8C 50 68 02 01 06 10 09 43 6C 6F 75 64 50 72 69 6E 74 5F 30 31 35 39 03 03 0A 18 05 FF 2B 1A 01 04 9B 5D 8C"
"1","6.125334250","Scan Request Packet (59:54:A9:E2:43:20 (Resolvable) > 68:50:8C:23:70:C1)","43 0C 20 43 E2 A9 54 59 C1 70 23 8C 50 68 8D D7 F8"
